feedback_id,project_id,user_id,feedback_type,feedback_text,priority,sentiment,channel,created_at
FDBK00008708,PROJ000148,USR000665,Question,How do permissions work?,Critical,Negative,Mobile,2025-12-11
FDBK00008709,PROJ000040,USR000395,Bug Report,Search results are inaccurate.,Critical,Positive,Survey,2024-09-04
FDBK00008710,PROJ000145,USR000544,Feature Request,Add dark mode support.,Critical,Positive,Support Ticket,2024-10-13
FDBK00008711,PROJ000233,USR000756,Bug Report,Search results are inaccurate.,High,Neutral,Survey,2026-06-06
FDBK00008712,PROJ000155,USR000456,Bug Report,Application crashes while generating reports.,Critical,Neutral,Support Ticket,2024-10-03
FDBK00008713,PROJ000011,USR000077,Improvement,Improve application performance.,Medium,Neutral,Web,2025-08-20
FDBK00008714,PROJ000061,USR000290,Praise,Great collaboration features.,High,Negative,Web,2024-10-21
FDBK00008715,PROJ000226,USR000349,Question,Can I restore deleted tickets?,Critical,Neutral,Survey,2024-11-28
FDBK00008716,PROJ000149,USR000354,Feature Request,Support multilingual interface.,Critical,Positive,Email,2025-11-17
FDBK00008717,PROJ000241,USR000785,Feature Request,Support multilingual interface.,Critical,Negative,Support Ticket,2025-10-27
FDBK00008718,PROJ000052,USR000065,Improvement,Improve application performance.,Critical,Negative,Support Ticket,2026-02-09
FDBK00008719,PROJ000048,USR000360,Bug Report,Dashboard takes too long to load.,Low,Positive,Support Ticket,2025-06-19
FDBK00008720,PROJ000190,USR000417,Bug Report,Application crashes while generating reports.,Critical,Negative,Mobile,2025-12-16
FDBK00008721,PROJ000158,USR000373,Praise,Excellent dashboard experience.,Low,Neutral,Survey,2025-10-12
FDBK00008722,PROJ000012,USR000569,Complaint,Workflow is confusing.,Critical,Neutral,Web,2026-06-26
FDBK00008723,PROJ000101,USR000363,Question,Where can I export analytics?,Low,Negative,Web,2024-08-30
FDBK00008724,PROJ000064,USR000291,Question,How do I archive projects?,Medium,Neutral,Email,2025-04-16
FDBK00008725,PROJ000125,USR000389,Feature Request,Provide export to PDF option.,High,Neutral,Survey,2026-03-13
FDBK00008726,PROJ000197,USR000614,Question,Where can I export analytics?,Low,Positive,Mobile,2025-12-21
FDBK00008727,PROJ000221,USR000568,Question,Where can I export analytics?,Medium,Negative,Web,2024-12-06
FDBK00008728,PROJ000146,USR000292,Feature Request,Provide export to PDF option.,Low,Negative,Support Ticket,2025-02-19
FDBK00008729,PROJ000128,USR000339,Feature Request,Enable custom dashboard widgets.,High,Positive,Email,2025-09-23
FDBK00008730,PROJ000095,USR000304,Bug Report,Login page becomes unresponsive after timeout.,Critical,Positive,Email,2024-11-11
FDBK00008731,PROJ000197,USR000241,Praise,Very intuitive interface.,Low,Positive,Mobile,2026-03-05
FDBK00008732,PROJ000155,USR000012,Bug Report,Login page becomes unresponsive after timeout.,Critical,Positive,Support Ticket,2024-09-08
FDBK00008733,PROJ000018,USR000135,Question,Is API access available?,High,Positive,Mobile,2025-05-26
FDBK00008734,PROJ000195,USR000398,Bug Report,Login page becomes unresponsive after timeout.,High,Positive,Survey,2025-01-31
FDBK00008735,PROJ000080,USR000638,Feature Request,Add dark mode support.,Critical,Neutral,Survey,2025-11-24
FDBK00008736,PROJ000090,USR000589,Improvement,Optimize search experience.,High,Neutral,Survey,2024-08-04
FDBK00008737,PROJ000156,USR000593,Improvement,Reduce loading times.,Low,Negative,Support Ticket,2024-12-28
FDBK00008738,PROJ000123,USR000327,Feature Request,Add dark mode support.,Low,Positive,Email,2026-03-14
FDBK00008739,PROJ000156,USR000165,Praise,AI suggestions are extremely useful.,High,Negative,Survey,2024-10-22
FDBK00008740,PROJ000093,USR000659,Feature Request,Enable custom dashboard widgets.,Medium,Negative,Email,2026-07-16
FDBK00008741,PROJ000215,USR000255,Feature Request,Support multilingual interface.,Medium,Positive,Web,2026-05-30
FDBK00008742,PROJ000194,USR000310,Complaint,Too many unnecessary notifications.,Low,Negative,Support Ticket,2024-08-17
FDBK00008743,PROJ000090,USR000509,Bug Report,Application crashes while generating reports.,Low,Positive,Survey,2026-05-28
FDBK00008744,PROJ000195,USR000044,Improvement,Optimize search experience.,Critical,Positive,Web,2025-02-23
FDBK00008745,PROJ000017,USR000718,Feature Request,Enable custom dashboard widgets.,Critical,Positive,Mobile,2025-07-07
FDBK00008746,PROJ000013,USR000389,Question,How do permissions work?,High,Negative,Email,2026-02-12
FDBK00008747,PROJ000173,USR000721,Praise,Excellent dashboard experience.,Medium,Positive,Support Ticket,2025-03-22
FDBK00008748,PROJ000032,USR000247,Question,How do I archive projects?,Critical,Neutral,Survey,2026-03-16
FDBK00008749,PROJ000130,USR000279,Improvement,Enhance dashboard usability.,High,Neutral,Email,2025-12-16
FDBK00008750,PROJ000059,USR000187,Praise,Great collaboration features.,Medium,Positive,Mobile,2025-11-10
FDBK00008751,PROJ000067,USR000287,Complaint,Workflow is confusing.,Medium,Neutral,Mobile,2024-10-09
FDBK00008752,PROJ000211,USR000581,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Email,2024-11-10
FDBK00008753,PROJ000107,USR000387,Feature Request,Enable custom dashboard widgets.,Low,Positive,Support Ticket,2026-03-02
FDBK00008754,PROJ000202,USR000404,Praise,Great collaboration features.,Low,Positive,Email,2026-06-13
FDBK00008755,PROJ000237,USR000607,Bug Report,Dashboard takes too long to load.,Low,Positive,Support Ticket,2026-03-14
FDBK00008756,PROJ000160,USR000559,Question,Can I restore deleted tickets?,Medium,Negative,Support Ticket,2025-10-30
FDBK00008757,PROJ000126,USR000175,Feature Request,Provide export to PDF option.,Critical,Neutral,Email,2025-03-27
FDBK00008758,PROJ000007,USR000342,Feature Request,Integrate with Slack notifications.,Medium,Negative,Web,2025-06-27
FDBK00008759,PROJ000212,USR000537,Praise,AI suggestions are extremely useful.,Medium,Neutral,Survey,2025-06-06
FDBK00008760,PROJ000093,USR000210,Complaint,Reports are difficult to understand.,Medium,Neutral,Web,2024-12-29
FDBK00008761,PROJ000065,USR000703,Praise,Very intuitive interface.,Medium,Negative,Web,2025-08-17
FDBK00008762,PROJ000224,USR000459,Bug Report,Search results are inaccurate.,Medium,Neutral,Web,2025-09-15
FDBK00008763,PROJ000025,USR000078,Bug Report,Notification emails are duplicated.,High,Positive,Support Ticket,2025-02-22
FDBK00008764,PROJ000186,USR000190,Question,How do I archive projects?,Critical,Positive,Web,2026-07-02
FDBK00008765,PROJ000198,USR000485,Improvement,Improve application performance.,High,Neutral,Email,2026-01-15
FDBK00008766,PROJ000193,USR000201,Bug Report,Application crashes while generating reports.,Critical,Neutral,Web,2025-05-17
FDBK00008767,PROJ000002,USR000106,Bug Report,Notification emails are duplicated.,High,Negative,Support Ticket,2024-10-30
FDBK00008768,PROJ000095,USR000259,Question,Is API access available?,Low,Negative,Web,2025-01-30
FDBK00008769,PROJ000090,USR000549,Complaint,Application freezes frequently.,High,Neutral,Web,2024-09-06
FDBK00008770,PROJ000166,USR000297,Question,Where can I export analytics?,Medium,Neutral,Survey,2025-01-20
FDBK00008771,PROJ000238,USR000153,Improvement,Reduce loading times.,Low,Negative,Web,2024-11-30
FDBK00008772,PROJ000006,USR000002,Feature Request,Provide export to PDF option.,Medium,Positive,Survey,2026-05-19
FDBK00008773,PROJ000207,USR000518,Praise,Great collaboration features.,High,Positive,Support Ticket,2025-08-13
FDBK00008774,PROJ000139,USR000633,Question,Is API access available?,High,Neutral,Web,2026-05-24
FDBK00008775,PROJ000035,USR000237,Bug Report,Notification emails are duplicated.,Critical,Positive,Support Ticket,2026-07-11
FDBK00008776,PROJ000175,USR000345,Praise,Fast and reliable platform.,Critical,Negative,Mobile,2025-01-13
FDBK00008777,PROJ000097,USR000431,Improvement,Reduce loading times.,Critical,Neutral,Survey,2026-04-17
FDBK00008778,PROJ000172,USR000004,Improvement,Enhance dashboard usability.,Low,Neutral,Mobile,2025-11-03
FDBK00008779,PROJ000215,USR000360,Praise,Great collaboration features.,Low,Negative,Support Ticket,2025-04-25
FDBK00008780,PROJ000035,USR000320,Bug Report,Notification emails are duplicated.,Low,Positive,Support Ticket,2024-10-10
FDBK00008781,PROJ000123,USR000097,Praise,Excellent dashboard experience.,High,Positive,Survey,2024-07-26
FDBK00008782,PROJ000250,USR000415,Bug Report,Login page becomes unresponsive after timeout.,Critical,Negative,Mobile,2024-12-01
FDBK00008783,PROJ000068,USR000684,Bug Report,Dashboard takes too long to load.,High,Negative,Web,2025-02-26
FDBK00008784,PROJ000136,USR000618,Question,Can I restore deleted tickets?,Low,Positive,Email,2024-11-13
FDBK00008785,PROJ000191,USR000378,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Support Ticket,2025-02-18
FDBK00008786,PROJ000184,USR000579,Praise,AI suggestions are extremely useful.,High,Positive,Survey,2025-12-13
FDBK00008787,PROJ000055,USR000221,Praise,Excellent dashboard experience.,Low,Positive,Survey,2026-04-05
FDBK00008788,PROJ000029,USR000396,Praise,AI suggestions are extremely useful.,High,Positive,Support Ticket,2024-12-19
FDBK00008789,PROJ000053,USR000535,Feature Request,Add dark mode support.,Medium,Negative,Support Ticket,2026-02-19
FDBK00008790,PROJ000187,USR000579,Bug Report,Login page becomes unresponsive after timeout.,High,Negative,Survey,2025-11-19
FDBK00008791,PROJ000205,USR000632,Feature Request,Integrate with Slack notifications.,High,Positive,Web,2026-03-06
FDBK00008792,PROJ000164,USR000100,Complaint,Support response is too slow.,Critical,Neutral,Survey,2025-12-08
FDBK00008793,PROJ000101,USR000575,Bug Report,Dashboard takes too long to load.,High,Negative,Mobile,2024-08-23
FDBK00008794,PROJ000032,USR000659,Question,Where can I export analytics?,High,Negative,Web,2025-03-05
FDBK00008795,PROJ000152,USR000038,Question,Where can I export analytics?,Low,Negative,Email,2025-02-17
FDBK00008796,PROJ000103,USR000745,Praise,Very intuitive interface.,Medium,Negative,Survey,2025-09-27
FDBK00008797,PROJ000169,USR000275,Bug Report,Notification emails are duplicated.,Low,Neutral,Survey,2024-11-23
FDBK00008798,PROJ000144,USR000034,Improvement,Simplify navigation menus.,Low,Positive,Support Ticket,2025-05-08
FDBK00008799,PROJ000104,USR000662,Feature Request,Support multilingual interface.,Low,Negative,Survey,2024-12-14
FDBK00008800,PROJ000117,USR000549,Complaint,Reports are difficult to understand.,High,Negative,Mobile,2025-04-03
FDBK00008801,PROJ000184,USR000676,Improvement,Optimize search experience.,Medium,Positive,Mobile,2024-09-27
FDBK00008802,PROJ000235,USR000305,Praise,Very intuitive interface.,Critical,Positive,Survey,2024-12-19
FDBK00008803,PROJ000173,USR000039,Praise,AI suggestions are extremely useful.,Low,Positive,Support Ticket,2025-06-07
FDBK00008804,PROJ000157,USR000310,Bug Report,Notification emails are duplicated.,High,Negative,Support Ticket,2025-12-07
FDBK00008805,PROJ000175,USR000400,Feature Request,Enable custom dashboard widgets.,Medium,Positive,Web,2025-10-21
FDBK00008806,PROJ000087,USR000314,Praise,Excellent dashboard experience.,High,Neutral,Support Ticket,2025-03-01
FDBK00008807,PROJ000163,USR000087,Question,Is API access available?,High,Neutral,Mobile,2025-04-17
FDBK00008808,PROJ000130,USR000057,Complaint,Too many unnecessary notifications.,Low,Neutral,Support Ticket,2025-09-27
FDBK00008809,PROJ000196,USR000021,Bug Report,Login page becomes unresponsive after timeout.,Critical,Neutral,Email,2025-03-06
FDBK00008810,PROJ000249,USR000195,Praise,Great collaboration features.,Medium,Negative,Web,2025-03-29
FDBK00008811,PROJ000229,USR000193,Feature Request,Provide export to PDF option.,High,Positive,Survey,2025-06-01
FDBK00008812,PROJ000122,USR000048,Complaint,Workflow is confusing.,Low,Negative,Survey,2025-06-20
FDBK00008813,PROJ000168,USR000593,Feature Request,Provide export to PDF option.,Medium,Neutral,Email,2024-11-20
FDBK00008814,PROJ000047,USR000590,Improvement,Simplify navigation menus.,Medium,Neutral,Web,2025-03-28
FDBK00008815,PROJ000158,USR000327,Complaint,Support response is too slow.,Critical,Neutral,Support Ticket,2024-09-05
FDBK00008816,PROJ000126,USR000323,Improvement,Simplify navigation menus.,High,Positive,Mobile,2024-11-15
FDBK00008817,PROJ000142,USR000267,Feature Request,Provide export to PDF option.,High,Positive,Mobile,2024-12-23
FDBK00008818,PROJ000020,USR000220,Feature Request,Integrate with Slack notifications.,High,Positive,Mobile,2025-10-15
FDBK00008819,PROJ000207,USR000332,Complaint,Support response is too slow.,Medium,Negative,Support Ticket,2025-05-23
FDBK00008820,PROJ000227,USR000328,Improvement,Optimize search experience.,Critical,Negative,Mobile,2025-11-28
FDBK00008821,PROJ000127,USR000645,Praise,AI suggestions are extremely useful.,High,Negative,Survey,2025-08-09
FDBK00008822,PROJ000236,USR000253,Praise,Very intuitive interface.,Low,Neutral,Email,2025-01-14
FDBK00008823,PROJ000160,USR000642,Complaint,Workflow is confusing.,Medium,Neutral,Survey,2026-01-05
FDBK00008824,PROJ000012,USR000216,Question,How do permissions work?,Low,Negative,Support Ticket,2025-09-12
FDBK00008825,PROJ000173,USR000572,Question,Is API access available?,Low,Negative,Survey,2026-04-16
FDBK00008826,PROJ000021,USR000656,Praise,Fast and reliable platform.,Critical,Neutral,Mobile,2025-10-21
FDBK00008827,PROJ000095,USR000548,Bug Report,Search results are inaccurate.,Medium,Negative,Web,2025-03-27
FDBK00008828,PROJ000249,USR000671,Feature Request,Support multilingual interface.,Low,Positive,Support Ticket,2025-08-07
FDBK00008829,PROJ000088,USR000673,Improvement,Reduce loading times.,High,Negative,Web,2026-03-23
FDBK00008830,PROJ000151,USR000454,Praise,Great collaboration features.,High,Positive,Email,2026-03-27
FDBK00008831,PROJ000136,USR000448,Complaint,Application freezes frequently.,Critical,Negative,Web,2026-03-22
FDBK00008832,PROJ000232,USR000227,Improvement,Improve application performance.,High,Negative,Web,2024-11-09
FDBK00008833,PROJ000049,USR000167,Bug Report,Search results are inaccurate.,Critical,Positive,Email,2026-01-04
FDBK00008834,PROJ000194,USR000013,Improvement,Optimize search experience.,Low,Neutral,Web,2026-04-27
FDBK00008835,PROJ000093,USR000657,Praise,AI suggestions are extremely useful.,High,Neutral,Email,2025-03-19
FDBK00008836,PROJ000190,USR000778,Bug Report,Application crashes while generating reports.,High,Neutral,Support Ticket,2025-08-31
FDBK00008837,PROJ000160,USR000490,Complaint,Reports are difficult to understand.,Medium,Positive,Web,2025-10-29
FDBK00008838,PROJ000169,USR000211,Praise,Very intuitive interface.,Low,Neutral,Mobile,2025-10-15
FDBK00008839,PROJ000249,USR000177,Improvement,Enhance dashboard usability.,High,Neutral,Survey,2026-04-01
FDBK00008840,PROJ000201,USR000170,Question,Is API access available?,Critical,Negative,Email,2025-09-15
FDBK00008841,PROJ000057,USR000592,Improvement,Improve application performance.,High,Negative,Support Ticket,2025-01-03
FDBK00008842,PROJ000241,USR000450,Improvement,Reduce loading times.,Critical,Neutral,Survey,2024-09-26
FDBK00008843,PROJ000226,USR000136,Bug Report,Application crashes while generating reports.,Medium,Neutral,Survey,2024-09-15
FDBK00008844,PROJ000014,USR000099,Bug Report,Search results are inaccurate.,High,Neutral,Mobile,2024-11-23
FDBK00008845,PROJ000199,USR000753,Improvement,Optimize search experience.,Critical,Positive,Web,2024-11-29
FDBK00008846,PROJ000056,USR000026,Question,Where can I export analytics?,Low,Negative,Web,2025-08-25
FDBK00008847,PROJ000213,USR000715,Praise,AI suggestions are extremely useful.,Medium,Neutral,Support Ticket,2025-03-29
FDBK00008848,PROJ000157,USR000546,Feature Request,Add dark mode support.,Critical,Positive,Survey,2025-09-22
FDBK00008849,PROJ000122,USR000623,Praise,Very intuitive interface.,Critical,Negative,Support Ticket,2025-07-25
FDBK00008850,PROJ000048,USR000462,Question,Is API access available?,Medium,Neutral,Mobile,2025-04-24
FDBK00008851,PROJ000105,USR000448,Praise,Fast and reliable platform.,High,Negative,Web,2024-12-24
FDBK00008852,PROJ000126,USR000103,Improvement,Enhance dashboard usability.,Low,Positive,Survey,2025-01-18
FDBK00008853,PROJ000097,USR000516,Complaint,Support response is too slow.,Medium,Neutral,Survey,2024-10-24
FDBK00008854,PROJ000070,USR000604,Improvement,Improve application performance.,High,Neutral,Mobile,2026-04-08
FDBK00008855,PROJ000232,USR000599,Complaint,Application freezes frequently.,Medium,Negative,Survey,2026-02-04
FDBK00008856,PROJ000025,USR000298,Question,Where can I export analytics?,Critical,Neutral,Email,2025-09-30
FDBK00008857,PROJ000098,USR000618,Improvement,Reduce loading times.,High,Neutral,Web,2025-11-01
FDBK00008858,PROJ000050,USR000036,Complaint,Too many unnecessary notifications.,Critical,Neutral,Mobile,2025-07-03
FDBK00008859,PROJ000246,USR000409,Question,Can I restore deleted tickets?,Medium,Positive,Survey,2025-04-24
FDBK00008860,PROJ000129,USR000004,Complaint,Application freezes frequently.,Critical,Positive,Mobile,2024-10-24
FDBK00008861,PROJ000226,USR000463,Feature Request,Enable custom dashboard widgets.,Low,Positive,Support Ticket,2026-01-08
FDBK00008862,PROJ000166,USR000160,Question,Can I restore deleted tickets?,High,Positive,Email,2025-12-15
FDBK00008863,PROJ000130,USR000320,Complaint,Too many unnecessary notifications.,Medium,Positive,Web,2025-09-14
FDBK00008864,PROJ000231,USR000268,Improvement,Simplify navigation menus.,High,Neutral,Survey,2026-01-09
FDBK00008865,PROJ000234,USR000538,Bug Report,Login page becomes unresponsive after timeout.,Critical,Neutral,Support Ticket,2024-08-10
FDBK00008866,PROJ000060,USR000107,Praise,AI suggestions are extremely useful.,Medium,Neutral,Support Ticket,2026-06-14
FDBK00008867,PROJ000135,USR000099,Complaint,Reports are difficult to understand.,Low,Negative,Email,2024-08-22
FDBK00008868,PROJ000133,USR000560,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Mobile,2025-11-29
FDBK00008869,PROJ000147,USR000595,Improvement,Enhance dashboard usability.,High,Neutral,Email,2025-09-18
FDBK00008870,PROJ000087,USR000731,Feature Request,Add dark mode support.,Critical,Negative,Support Ticket,2026-03-05
FDBK00008871,PROJ000143,USR000746,Praise,Very intuitive interface.,Critical,Positive,Web,2024-12-24
FDBK00008872,PROJ000038,USR000389,Improvement,Improve application performance.,High,Neutral,Survey,2026-06-01
FDBK00008873,PROJ000249,USR000534,Bug Report,Search results are inaccurate.,High,Neutral,Email,2026-06-30
FDBK00008874,PROJ000216,USR000671,Complaint,Workflow is confusing.,Low,Negative,Survey,2025-10-02
FDBK00008875,PROJ000023,USR000491,Praise,Very intuitive interface.,High,Neutral,Email,2026-06-17
FDBK00008876,PROJ000066,USR000287,Improvement,Simplify navigation menus.,Low,Neutral,Mobile,2025-04-08
FDBK00008877,PROJ000235,USR000233,Improvement,Reduce loading times.,Medium,Positive,Web,2025-11-30
FDBK00008878,PROJ000226,USR000138,Question,Can I restore deleted tickets?,Medium,Neutral,Email,2026-01-23
FDBK00008879,PROJ000113,USR000321,Bug Report,Search results are inaccurate.,Low,Neutral,Support Ticket,2026-04-11
FDBK00008880,PROJ000226,USR000738,Improvement,Improve application performance.,High,Neutral,Web,2026-04-16
FDBK00008881,PROJ000066,USR000800,Praise,Very intuitive interface.,Low,Neutral,Mobile,2025-12-27
FDBK00008882,PROJ000157,USR000755,Complaint,Reports are difficult to understand.,Critical,Neutral,Web,2024-12-15
FDBK00008883,PROJ000045,USR000452,Question,Is API access available?,High,Positive,Survey,2026-03-13
FDBK00008884,PROJ000021,USR000465,Improvement,Simplify navigation menus.,Critical,Negative,Web,2024-12-02
FDBK00008885,PROJ000140,USR000273,Complaint,Application freezes frequently.,Medium,Positive,Email,2026-06-13
FDBK00008886,PROJ000073,USR000275,Improvement,Optimize search experience.,High,Neutral,Support Ticket,2026-07-18
FDBK00008887,PROJ000225,USR000073,Praise,Fast and reliable platform.,High,Neutral,Mobile,2025-05-10
FDBK00008888,PROJ000187,USR000201,Improvement,Reduce loading times.,Medium,Positive,Survey,2024-12-07
FDBK00008889,PROJ000012,USR000716,Feature Request,Provide export to PDF option.,Low,Negative,Web,2026-03-17
FDBK00008890,PROJ000159,USR000435,Praise,Fast and reliable platform.,Low,Negative,Survey,2025-12-16
FDBK00008891,PROJ000121,USR000368,Feature Request,Add dark mode support.,Low,Positive,Support Ticket,2025-02-24
FDBK00008892,PROJ000011,USR000434,Praise,Great collaboration features.,Medium,Positive,Mobile,2025-07-22
FDBK00008893,PROJ000064,USR000301,Improvement,Enhance dashboard usability.,Low,Negative,Email,2025-11-18
FDBK00008894,PROJ000176,USR000519,Feature Request,Add dark mode support.,Medium,Positive,Mobile,2026-06-06
FDBK00008895,PROJ000017,USR000297,Improvement,Simplify navigation menus.,High,Neutral,Survey,2024-11-18
FDBK00008896,PROJ000244,USR000053,Question,Is API access available?,High,Neutral,Mobile,2025-05-02
FDBK00008897,PROJ000032,USR000404,Complaint,Reports are difficult to understand.,Critical,Positive,Mobile,2025-11-07
FDBK00008898,PROJ000170,USR000166,Feature Request,Provide export to PDF option.,Critical,Positive,Mobile,2026-07-22
FDBK00008899,PROJ000001,USR000655,Question,How do permissions work?,Low,Positive,Web,2025-06-11
FDBK00008900,PROJ000040,USR000322,Praise,Great collaboration features.,Medium,Positive,Survey,2025-10-21
FDBK00008901,PROJ000094,USR000628,Complaint,Application freezes frequently.,Critical,Positive,Support Ticket,2025-12-05
FDBK00008902,PROJ000072,USR000533,Improvement,Simplify navigation menus.,Critical,Positive,Support Ticket,2026-04-17
FDBK00008903,PROJ000228,USR000401,Question,Is API access available?,Critical,Positive,Mobile,2025-11-01
FDBK00008904,PROJ000120,USR000530,Bug Report,Dashboard takes too long to load.,Medium,Negative,Email,2025-02-01
FDBK00008905,PROJ000097,USR000547,Complaint,Support response is too slow.,Critical,Positive,Email,2026-04-10
FDBK00008906,PROJ000035,USR000080,Question,How do I archive projects?,Medium,Neutral,Support Ticket,2025-09-19
FDBK00008907,PROJ000096,USR000318,Improvement,Reduce loading times.,High,Positive,Support Ticket,2024-12-14
FDBK00008908,PROJ000220,USR000754,Improvement,Simplify navigation menus.,Medium,Positive,Support Ticket,2025-04-25
FDBK00008909,PROJ000108,USR000682,Question,How do permissions work?,Low,Negative,Survey,2024-08-09
FDBK00008910,PROJ000092,USR000745,Bug Report,Application crashes while generating reports.,Medium,Negative,Survey,2025-04-11
FDBK00008911,PROJ000059,USR000177,Complaint,Application freezes frequently.,Low,Negative,Email,2024-12-31
FDBK00008912,PROJ000175,USR000208,Question,Is API access available?,Medium,Neutral,Survey,2026-03-26
FDBK00008913,PROJ000061,USR000670,Bug Report,Search results are inaccurate.,Low,Neutral,Survey,2025-08-17
FDBK00008914,PROJ000032,USR000723,Improvement,Improve application performance.,Critical,Positive,Mobile,2026-01-11
FDBK00008915,PROJ000156,USR000453,Feature Request,Provide export to PDF option.,High,Neutral,Web,2026-06-21
FDBK00008916,PROJ000053,USR000079,Complaint,Workflow is confusing.,Critical,Positive,Email,2026-05-13
FDBK00008917,PROJ000143,USR000339,Praise,AI suggestions are extremely useful.,High,Negative,Survey,2025-04-05
FDBK00008918,PROJ000231,USR000639,Bug Report,Application crashes while generating reports.,Medium,Positive,Mobile,2024-09-01
FDBK00008919,PROJ000101,USR000418,Complaint,Too many unnecessary notifications.,High,Negative,Email,2025-11-25
FDBK00008920,PROJ000199,USR000691,Praise,Great collaboration features.,Critical,Negative,Web,2026-04-14
FDBK00008921,PROJ000076,USR000176,Complaint,Support response is too slow.,Medium,Neutral,Mobile,2025-07-12
FDBK00008922,PROJ000116,USR000060,Improvement,Reduce loading times.,Low,Neutral,Web,2024-09-24
FDBK00008923,PROJ000233,USR000163,Feature Request,Add dark mode support.,Medium,Neutral,Web,2025-03-27
FDBK00008924,PROJ000145,USR000047,Feature Request,Integrate with Slack notifications.,Medium,Neutral,Mobile,2025-07-19
FDBK00008925,PROJ000023,USR000703,Improvement,Optimize search experience.,Low,Negative,Web,2025-02-21
FDBK00008926,PROJ000157,USR000792,Improvement,Improve application performance.,High,Negative,Support Ticket,2025-11-08
FDBK00008927,PROJ000003,USR000519,Complaint,Workflow is confusing.,Medium,Neutral,Support Ticket,2024-10-12
FDBK00008928,PROJ000184,USR000071,Feature Request,Provide export to PDF option.,Critical,Positive,Survey,2025-06-03
FDBK00008929,PROJ000002,USR000302,Improvement,Enhance dashboard usability.,High,Positive,Support Ticket,2025-01-31
FDBK00008930,PROJ000122,USR000653,Question,Can I restore deleted tickets?,Low,Negative,Mobile,2025-02-27
FDBK00008931,PROJ000037,USR000034,Feature Request,Provide export to PDF option.,Low,Negative,Survey,2026-02-05
FDBK00008932,PROJ000145,USR000381,Improvement,Optimize search experience.,Low,Positive,Support Ticket,2025-05-31
FDBK00008933,PROJ000151,USR000402,Improvement,Reduce loading times.,Medium,Positive,Email,2024-07-27
FDBK00008934,PROJ000100,USR000488,Feature Request,Integrate with Slack notifications.,Critical,Positive,Web,2025-03-24
FDBK00008935,PROJ000183,USR000722,Feature Request,Integrate with Slack notifications.,High,Neutral,Email,2025-01-25
FDBK00008936,PROJ000027,USR000693,Complaint,Support response is too slow.,High,Negative,Support Ticket,2025-09-29
FDBK00008937,PROJ000069,USR000558,Complaint,Support response is too slow.,Low,Neutral,Web,2024-12-02
FDBK00008938,PROJ000192,USR000126,Improvement,Improve application performance.,Medium,Positive,Mobile,2025-11-18
FDBK00008939,PROJ000089,USR000176,Praise,AI suggestions are extremely useful.,Medium,Negative,Email,2026-01-02
FDBK00008940,PROJ000092,USR000614,Feature Request,Support multilingual interface.,Low,Neutral,Survey,2025-07-18
FDBK00008941,PROJ000096,USR000401,Bug Report,Application crashes while generating reports.,Low,Negative,Survey,2025-06-25
FDBK00008942,PROJ000174,USR000686,Praise,Great collaboration features.,Medium,Positive,Survey,2025-10-13
FDBK00008943,PROJ000210,USR000215,Bug Report,Notification emails are duplicated.,Medium,Neutral,Survey,2024-11-15
FDBK00008944,PROJ000234,USR000405,Improvement,Reduce loading times.,High,Positive,Mobile,2025-09-09
FDBK00008945,PROJ000250,USR000226,Question,Is API access available?,Medium,Neutral,Survey,2026-06-03
FDBK00008946,PROJ000028,USR000194,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Survey,2025-10-26
FDBK00008947,PROJ000079,USR000360,Praise,Great collaboration features.,Medium,Negative,Support Ticket,2025-02-18
FDBK00008948,PROJ000044,USR000254,Bug Report,Application crashes while generating reports.,High,Positive,Web,2026-02-10
FDBK00008949,PROJ000041,USR000242,Complaint,Application freezes frequently.,Low,Positive,Support Ticket,2026-05-05
FDBK00008950,PROJ000227,USR000672,Praise,Excellent dashboard experience.,Critical,Negative,Email,2026-04-08
FDBK00008951,PROJ000242,USR000347,Bug Report,Notification emails are duplicated.,Low,Negative,Web,2024-08-31
FDBK00008952,PROJ000151,USR000783,Praise,Very intuitive interface.,High,Positive,Support Ticket,2025-06-23
FDBK00008953,PROJ000204,USR000413,Bug Report,Login page becomes unresponsive after timeout.,Medium,Neutral,Support Ticket,2024-10-26
FDBK00008954,PROJ000084,USR000251,Question,How do permissions work?,Medium,Positive,Web,2024-07-27
FDBK00008955,PROJ000213,USR000068,Improvement,Reduce loading times.,Medium,Positive,Mobile,2025-07-31
FDBK00008956,PROJ000212,USR000702,Improvement,Simplify navigation menus.,High,Neutral,Web,2025-09-06
FDBK00008957,PROJ000220,USR000232,Question,How do permissions work?,Low,Positive,Email,2025-03-05
FDBK00008958,PROJ000112,USR000463,Feature Request,Support multilingual interface.,Low,Neutral,Mobile,2025-07-30
FDBK00008959,PROJ000025,USR000784,Feature Request,Enable custom dashboard widgets.,High,Negative,Email,2025-04-17
FDBK00008960,PROJ000204,USR000588,Bug Report,Notification emails are duplicated.,Low,Neutral,Email,2026-05-27
FDBK00008961,PROJ000183,USR000215,Question,Can I restore deleted tickets?,Medium,Positive,Support Ticket,2026-02-26
FDBK00008962,PROJ000201,USR000481,Praise,Fast and reliable platform.,Low,Neutral,Survey,2026-02-26
